workout_date,class_time,studio,coach,splat_points,calories,avg_hr,peak_hr,avg_pct_max_hr,peak_pct_max_hr,zone_gray_min,zone_blue_min,zone_green_min,zone_orange_min,zone_red_min,steps,class_type,template,is_forward,source_file,email_date_utc,note
2021-11-16,5:30 PM,"Tenleytown, DC",Ennis,19,823,139,179.0,77.0,99.0,7,8,24,15,4,,,2019+,False,otf_only.mbox,2021-11-16T23:32:30+00:00,
2021-11-17,8:25 AM,"Tenleytown, DC",Julie,16,757,137,179.0,76.0,99.0,5,16,19,8,8,,,2019+,False,otf_only.mbox,2021-11-17T14:23:34+00:00,
2021-11-19,7:10 AM,"Tenleytown, DC",Genna,7,741,133,164.0,73.0,91.0,6,12,31,7,0,,,2019+,False,otf_only.mbox,2021-11-19T13:08:41+00:00,
2021-11-21,9:30 AM,"Tenleytown, DC",Jackie,21,909,141,170.0,78.0,94.0,3,13,27,17,4,,,2019+,False,otf_only.mbox,2021-11-21T15:36:16+00:00,
2021-11-23,7:10 AM,"Tenleytown, DC",Genna,13,747,133,172.0,73.0,95.0,8,13,23,11,2,,,2019+,False,otf_only.mbox,2021-11-23T13:11:08+00:00,
2021-11-27,9:30 AM,"Tenleytown, DC",Joanna,16,754,131,173.0,72.0,96.0,11,12,20,14,2,,,2019+,False,otf_only.mbox,2021-11-27T15:31:50+00:00,
2021-11-28,7:00 AM,"Tenleytown, DC",Ennis,7,737,130,165.0,72.0,91.0,9,16,27,7,0,,,2019+,False,otf_only.mbox,2021-11-28T12:59:55+00:00,
2021-11-29,5:30 PM,"Tenleytown, DC",Ennis,24,849,143,171.0,79.0,94.0,4,8,24,16,8,,,2019+,False,otf_only.mbox,2021-11-29T23:33:56+00:00,
2021-12-01,5:30 PM,"Tenleytown, DC",Joanna,19,776,141,177.0,78.0,98.0,4,12,21,7,12,,,2019+,False,otf_only.mbox,2021-12-01T23:29:42+00:00,
2021-12-03,7:10 AM,"Tenleytown, DC",Genna,18,805,137,173.0,76.0,96.0,8,8,25,16,2,,,2019+,False,otf_only.mbox,2021-12-03T13:09:56+00:00,
2021-12-04,9:30 AM,"Tenleytown, DC",Joanna,17,763,135,171.0,75.0,94.0,9,12,19,16,1,,,2019+,False,otf_only.mbox,2021-12-04T15:32:30+00:00,
2021-12-06,8:25 AM,"Tenleytown, DC",Julie,26,818,143,171.0,79.0,94.0,3,10,18,22,4,,,2019+,False,otf_only.mbox,2021-12-06T14:22:41+00:00,
2021-12-07,4:15 PM,"Tenleytown, DC",Ennis,13,803,141,176.0,78.0,97.0,2,8,34,9,4,,,2019+,False,otf_only.mbox,2021-12-07T23:05:36+00:00,
2021-12-09,8:25 AM,"Tenleytown, DC",Genna,31,908,147,182.0,81.0,101.0,4,5,20,22,9,,,2019+,False,otf_only.mbox,2021-12-09T14:28:23+00:00,
2021-12-10,7:10 AM,"Tenleytown, DC",Genna,23,834,142,187.0,78.0,103.0,6,6,23,13,10,,,2019+,False,otf_only.mbox,2021-12-10T13:09:04+00:00,
2021-12-12,9:30 AM,"Tenleytown, DC",Jackie,15,763,127,170.0,70.0,94.0,16,17,15,14,1,,,2019+,False,otf_only.mbox,2021-12-12T15:35:27+00:00,
2021-12-15,4:15 PM,"Tenleytown, DC",Joanna,29,770,135,178.0,75.0,98.0,11,6,13,21,8,,,2019+,False,otf_only.mbox,2021-12-15T22:13:47+00:00,
2021-12-20,8:25 AM,"Tenleytown, DC",Joanna,31,876,148,184.0,82.0,102.0,5,2,19,19,12,,,2019+,False,otf_only.mbox,2021-12-20T14:23:23+00:00,
2021-12-21,9:40 AM,"Tenleytown, DC",Joanna,13,719,130,168.0,72.0,93.0,12,9,23,13,0,,,2019+,False,otf_only.mbox,2021-12-21T15:37:57+00:00,
2021-12-28,8:25 AM,"Tenleytown, DC",Julie,29,918,147,181.0,81.0,100.0,3,8,21,20,9,,,2019+,False,otf_only.mbox,2021-12-28T14:28:03+00:00,
2021-12-29,8:25 AM,"Tenleytown, DC",Joanna,25,858,143,177.0,79.0,98.0,3,8,22,19,6,,,2019+,False,otf_only.mbox,2021-12-29T14:27:49+00:00,
2021-12-31,8:15 AM,"Tenleytown, DC",Joanna,22,835,141,178.0,78.0,98.0,3,13,21,19,3,,,2019+,False,otf_only.mbox,2021-12-31T14:14:51+00:00,
2022-01-02,9:30 AM,"Tenleytown, DC",Jackie,21,836,135,181.0,75.0,100.0,12,18,12,8,13,,,2019+,False,otf_only.mbox,2022-01-02T15:33:21+00:00,
2022-01-04,7:10 AM,"Tenleytown, DC",Genna,21,850,140,178.0,77.0,98.0,9,8,22,6,15,,,2019+,False,otf_only.mbox,2022-01-04T13:14:00+00:00,
2022-01-06,8:25 AM,"Tenleytown, DC",Genna,16,782,135,169.0,75.0,93.0,6,14,23,14,2,,,2019+,False,otf_only.mbox,2022-01-06T14:27:39+00:00,
2022-01-07,8:25 AM,"Tenleytown, DC",Joanna,24,879,144,177.0,80.0,98.0,2,11,22,20,4,,,2019+,False,otf_only.mbox,2022-01-08T11:37:53+00:00,
2022-01-09,9:30 AM,"Tenleytown, DC",Jackie,17,829,140,176.0,77.0,97.0,5,9,28,14,3,,,2019+,False,otf_only.mbox,2022-01-09T15:30:46+00:00,
2022-01-11,8:25 AM,"Tenleytown, DC",Julie,29,836,145,172.0,80.0,95.0,3,8,16,24,5,,,2019+,False,otf_only.mbox,2022-01-11T14:22:53+00:00,
2022-01-12,4:15 PM,"Tenleytown, DC",Joanna,17,643,127,174.0,70.0,96.0,21,7,8,13,4,,,2019+,False,otf_only.mbox,2022-01-12T22:14:05+00:00,
2022-01-14,7:10 AM,"Tenleytown, DC",Genna,12,766,134,172.0,74.0,95.0,7,12,27,9,3,,,2019+,False,otf_only.mbox,2022-01-14T13:08:54+00:00,
2022-01-15,9:30 AM,"Tenleytown, DC",Ennis,15,759,134,176.0,74.0,97.0,12,12,20,12,3,,,2019+,False,otf_only.mbox,2022-01-15T15:33:28+00:00,
2022-01-19,4:15 PM,"Tenleytown, DC",Joanna,26,829,146,180.0,81.0,99.0,2,7,20,19,7,,,2019+,False,otf_only.mbox,2022-01-19T22:13:11+00:00,
2022-01-21,7:10 AM,"Tenleytown, DC",Genna,19,751,135,179.0,75.0,99.0,11,10,18,9,10,,,2019+,False,otf_only.mbox,2022-01-21T13:09:09+00:00,
2022-01-23,9:30 AM,"Tenleytown, DC",Jackie,21,786,135,176.0,75.0,97.0,14,8,16,16,5,,,2019+,False,otf_only.mbox,2022-01-23T15:33:03+00:00,Last class before right thumb injury (injured last week of Jan 2022)
2022-03-21,5:30 PM,"Tenleytown, DC",Ennis,25,828,145,180.0,81.0,101.0,4,9,19,8,17,,,2019+,False,otf_only.mbox,2022-03-21T22:29:35+00:00,First class back after thumb injury (57-day gap)
2022-03-25,7:10 AM,"Tenleytown, DC",Genna,25,838,138,178.0,77.0,99.0,9,15,12,11,14,,,2019+,False,otf_only.mbox,2022-03-25T12:13:14+00:00,
2022-03-27,8:15 AM,"Tenleytown, DC",Ennis,28,808,143,176.0,80.0,98.0,3,8,18,21,7,,,2019+,False,otf_only.mbox,2022-03-27T13:14:20+00:00,
2022-03-29,4:15 PM,"Tenleytown, DC",Ennis,26,829,143,180.0,80.0,101.0,4,9,18,14,12,,,2019+,False,otf_only.mbox,2022-03-29T21:13:17+00:00,
2022-03-31,7:10 AM,"Tenleytown, DC",Julie,31,864,149,182.0,83.0,102.0,2,7,17,16,15,,,2019+,False,otf_only.mbox,2022-03-31T12:06:01+00:00,
2022-04-02,9:30 AM,"Tenleytown, DC",Joanna,30,873,144,178.0,80.0,99.0,5,4,20,20,10,,,2019+,False,otf_only.mbox,2022-04-02T14:31:08+00:00,
2022-04-03,9:30 AM,"Tenleytown, DC",Ty,17,775,137,174.0,77.0,97.0,4,13,22,14,3,,,2019+,False,otf_only.mbox,2022-04-03T14:28:19+00:00,
2022-04-05,8:25 AM,"Tenleytown, DC",Julie,21,768,138,176.0,77.0,98.0,8,12,15,11,10,,,2019+,False,otf_only.mbox,2022-04-05T13:25:19+00:00,
2022-04-07,7:10 AM,"Tenleytown, DC",Julie,12,709,127,171.0,71.0,96.0,15,10,22,10,2,,,2019+,False,otf_only.mbox,2022-04-07T12:11:58+00:00,
2022-04-09,9:30 AM,"Tenleytown, DC",Joanna,18,738,129,177.0,72.0,99.0,18,10,14,12,6,,,2019+,False,otf_only.mbox,2022-04-09T14:30:36+00:00,
2022-04-10,9:30 AM,"Tenleytown, DC",Jackie,17,772,131,173.0,73.0,97.0,10,16,17,13,4,,,2019+,False,otf_only.mbox,2022-04-10T14:31:34+00:00,
2022-04-12,7:10 AM,"Tenleytown, DC",Joanna,12,734,134,167.0,75.0,93.0,4,14,26,11,1,,,2019+,False,otf_only.mbox,2022-04-12T12:08:49+00:00,
2022-04-14,7:10 AM,"Tenleytown, DC",Julie,23,790,142,176.0,79.0,98.0,4,9,18,13,10,,,2019+,False,otf_only.mbox,2022-04-14T12:07:57+00:00,
2022-04-16,9:30 AM,"Tenleytown, DC",Joanna,19,748,132,177.0,74.0,99.0,12,9,19,16,3,,,2019+,False,otf_only.mbox,2022-04-16T14:31:51+00:00,
2022-04-17,8:15 AM,"Tenleytown, DC",Ennis,13,703,130,164.0,73.0,92.0,10,14,19,13,0,,,2019+,False,otf_only.mbox,2022-04-17T13:13:40+00:00,
2022-04-19,8:25 AM,"Tenleytown, DC",Julie,20,743,137,170.0,77.0,95.0,5,11,19,18,2,,,2019+,False,otf_only.mbox,2022-04-19T13:23:03+00:00,
2022-04-21,7:10 AM,"Tenleytown, DC",Julie,17,788,137,165.0,77.0,92.0,3,16,23,16,1,,,2019+,False,otf_only.mbox,2022-04-21T12:08:22+00:00,
2022-04-23,9:30 AM,"Tenleytown, DC",Joanna,28,817,139,176.0,78.0,98.0,7,10,15,18,10,,,2019+,False,otf_only.mbox,2022-04-23T14:32:44+00:00,
2022-04-24,9:30 AM,"Tenleytown, DC",Jackie,5,660,119,169.0,66.0,94.0,23,15,18,4,1,,,2019+,False,otf_only.mbox,2022-04-24T14:31:14+00:00,
2022-04-26,7:10 AM,"Tenleytown, DC",Genna,31,863,144,170.0,80.0,95.0,4,7,17,26,5,,,2019+,False,otf_only.mbox,2022-04-26T12:13:03+00:00,
2022-04-28,7:10 AM,"Tenleytown, DC",Julie,20,779,138,186.0,77.0,104.0,6,13,18,12,8,,,2019+,False,otf_only.mbox,2022-04-28T12:08:55+00:00,
2022-04-30,9:30 AM,"Tenleytown, DC",Joanna,10,628,120,170.0,67.0,95.0,23,9,16,9,1,,,2019+,False,otf_only.mbox,2022-04-30T14:30:19+00:00,
2022-05-03,7:10 AM,"Tenleytown, DC",Jackie,18,758,135,175.0,75.0,98.0,9,10,21,14,4,,,2019+,False,otf_only.mbox,2022-05-03T12:12:09+00:00,
2022-05-05,7:10 AM,"Tenleytown, DC",Julie,17,698,126,172.0,70.0,96.0,16,10,15,15,2,,,2019+,False,otf_only.mbox,2022-05-05T12:08:53+00:00,
2022-05-07,9:30 AM,"Tenleytown, DC",Joanna,28,790,145,177.0,81.0,99.0,6,3,17,19,9,,,2019+,False,otf_only.mbox,2022-05-07T14:29:38+00:00,
2022-05-08,8:15 AM,"Tenleytown, DC",Ennis,16,780,134,168.0,75.0,94.0,6,12,24,15,1,,,2019+,False,otf_only.mbox,2022-05-08T13:14:14+00:00,
2022-05-10,4:15 PM,"Tenleytown, DC",Joanna,31,855,148,178.0,83.0,99.0,2,4,19,22,9,,,2019+,False,otf_only.mbox,2022-05-10T21:14:20+00:00,
2022-05-12,7:10 AM,"Tenleytown, DC",Julie,18,722,130,183.0,73.0,102.0,17,13,10,13,5,,,2019+,False,otf_only.mbox,2022-05-12T12:09:20+00:00,
2022-05-14,9:30 AM,"Tenleytown, DC",Joanna,25,890,141,174.0,79.0,97.0,4,10,24,19,6,,,2019+,False,otf_only.mbox,2022-05-14T14:33:16+00:00,
2022-05-15,9:30 AM,"Tenleytown, DC",Jackie,13,779,130,170.0,73.0,95.0,10,16,23,11,2,,,2019+,False,otf_only.mbox,2022-05-15T14:32:32+00:00,
2022-05-17,7:10 AM,"Tenleytown, DC",Jackie,10,713,131,178.0,73.0,99.0,6,13,26,8,2,,,2019+,False,otf_only.mbox,2022-05-17T12:08:24+00:00,
2022-05-19,7:10 AM,"Tenleytown, DC",Genna,16,720,128,171.0,72.0,96.0,14,12,16,14,2,,,2019+,False,otf_only.mbox,2022-05-19T12:08:29+00:00,
2022-05-21,9:30 AM,"Tenleytown, DC",Joanna,22,895,138,172.0,77.0,96.0,6,11,26,18,4,,,2019+,False,otf_only.mbox,2022-05-21T14:35:50+00:00,
2022-05-22,9:30 AM,"Tenleytown, DC",Jackie,19,751,129,175.0,72.0,98.0,17,12,12,10,9,,,2019+,False,otf_only.mbox,2022-05-22T14:30:50+00:00,
2022-05-24,8:25 AM,"Tenleytown, DC",Julie,17,695,126,172.0,70.0,96.0,20,11,11,13,4,,,2019+,False,otf_only.mbox,2022-05-24T13:27:57+00:00,
2022-05-26,7:10 AM,"Tenleytown, DC",Julie,30,830,142,175.0,79.0,98.0,7,7,13,21,9,,,2019+,False,otf_only.mbox,2022-05-26T12:08:52+00:00,
2022-05-28,9:30 AM,"Tenleytown, DC",Genna,33,889,142,173.0,79.0,97.0,6,7,16,23,10,,,2019+,False,otf_only.mbox,2022-05-28T14:32:12+00:00,
2022-05-30,9:30 AM,"Tenleytown, DC",Julie,25,739,138,176.0,77.0,98.0,11,11,8,12,13,,,2019+,False,otf_only.mbox,2022-05-30T14:29:06+00:00,
2022-06-02,6:45 PM,"Tenleytown, DC",Genna,17,745,132,166.0,74.0,93.0,9,13,19,16,1,,,2019+,False,otf_only.mbox,2022-06-02T23:44:24+00:00,
2022-06-04,9:30 AM,"Tenleytown, DC",Jackie,9,708,124,184.0,69.0,103.0,15,19,17,6,3,,,2019+,False,otf_only.mbox,2022-06-04T14:30:56+00:00,
2022-06-05,9:30 AM,"Tenleytown, DC",Jackie,15,770,131,172.0,73.0,96.0,10,14,22,14,1,,,2019+,False,otf_only.mbox,2022-06-05T14:31:26+00:00,
2022-06-07,8:25 AM,"Tenleytown, DC",Roxanne,15,729,137,172.0,77.0,96.0,4,13,22,12,3,,,2019+,False,otf_only.mbox,2022-06-07T13:22:54+00:00,
2022-06-09,7:10 AM,"Tenleytown, DC",Julie,15,685,128,177.0,72.0,99.0,15,19,8,2,13,,,2019+,False,otf_only.mbox,2022-06-09T12:09:39+00:00,
2022-06-16,7:10 AM,"Tenleytown, DC",Julie,12,660,125,173.0,70.0,97.0,17,13,14,9,3,,,2019+,False,otf_only.mbox,2022-06-16T12:07:01+00:00,
2022-06-18,9:30 AM,"Tenleytown, DC",Joanna,15,775,130,170.0,73.0,95.0,11,16,19,12,3,,,2019+,False,otf_only.mbox,2022-06-18T14:32:29+00:00,
2022-06-19,8:15 AM,"Tenleytown, DC",Ennis,13,662,128,171.0,72.0,96.0,11,12,19,12,1,,,2019+,False,otf_only.mbox,2022-06-19T13:13:56+00:00,
2022-06-21,5:30 PM,"Tenleytown, DC",Joanna,29,826,146,177.0,82.0,99.0,3,6,18,17,12,,,2019+,False,otf_only.mbox,2022-06-21T22:28:12+00:00,
2022-06-23,5:30 PM,"Tenleytown, DC",Joanna,15,780,133,171.0,74.0,96.0,6,17,22,14,1,,,2019+,False,otf_only.mbox,2022-06-23T22:31:15+00:00,
2022-06-29,7:10 AM,"Tenleytown, DC",Jackie,26,836,141,178.0,79.0,99.0,5,9,19,17,9,,,2019+,False,otf_only.mbox,2022-06-29T12:10:13+00:00,
2022-07-02,9:30 AM,"Tenleytown, DC",Joanna,21,739,138,181.0,77.0,101.0,7,9,17,15,6,,,2019+,False,otf_only.mbox,2022-07-02T14:28:56+00:00,
2022-07-03,9:30 AM,"Tenleytown, DC",Jackie,16,784,136,166.0,76.0,93.0,6,11,25,16,0,,,2019+,False,otf_only.mbox,2022-07-03T14:29:40+00:00,
2022-07-05,7:10 AM,"Tenleytown, DC",Genna,17,804,136,176.0,76.0,98.0,4,13,25,14,3,,,2019+,False,otf_only.mbox,2022-07-05T12:09:55+00:00,
2022-07-07,5:30 PM,"Tenleytown, DC",Joanna,12,690,120,161.0,67.0,90.0,21,8,21,12,0,,,2019+,False,otf_only.mbox,2022-07-07T22:32:25+00:00,
2022-07-09,9:30 AM,"Tenleytown, DC",Joanna,32,917,146,176.0,82.0,98.0,3,7,19,22,10,,,2019+,False,otf_only.mbox,2022-07-09T14:32:48+00:00,
2022-07-11,5:30 PM,"Tenleytown, DC",Joanna,5,580,115,160.0,64.0,89.0,22,12,18,5,0,,,2019+,False,otf_only.mbox,2022-07-11T22:28:13+00:00,
2022-07-13,7:10 AM,"Tenleytown, DC",Jackie,15,753,131,172.0,73.0,96.0,8,15,22,10,5,,,2019+,False,otf_only.mbox,2022-07-13T12:10:23+00:00,
2022-07-15,7:10 AM,"Tenleytown, DC",Genna,18,709,133,171.0,74.0,96.0,8,15,14,14,4,,,2019+,False,otf_only.mbox,2022-07-15T12:08:30+00:00,
2022-07-24,9:30 AM,"Tenleytown, DC",Joanna,14,757,129,169.0,72.0,94.0,15,10,22,12,2,,,2019+,False,otf_only.mbox,2022-07-24T14:32:36+00:00,
2022-07-26,7:10 AM,"Tenleytown, DC",Joanna,19,768,134,171.0,75.0,96.0,9,11,20,14,5,,,2019+,False,otf_only.mbox,2022-07-26T12:08:26+00:00,
2022-07-28,7:10 AM,"Tenleytown, DC",Julie,12,688,129,167.0,72.0,93.0,10,14,19,11,1,,,2019+,False,otf_only.mbox,2022-07-28T12:06:53+00:00,
2022-07-30,9:30 AM,"Tenleytown, DC",Joanna,29,814,148,183.0,83.0,102.0,2,7,16,16,13,,,2019+,False,otf_only.mbox,2022-07-30T14:28:19+00:00,
2022-07-31,9:30 AM,"Tenleytown, DC",Jackie,14,740,128,175.0,72.0,98.0,13,17,16,12,2,,,2019+,False,otf_only.mbox,2022-07-31T14:31:15+00:00,
2022-08-02,7:10 AM,"Tenleytown, DC",Joanna,24,757,137,175.0,77.0,98.0,9,11,12,16,8,,,2019+,False,otf_only.mbox,2022-08-02T12:09:38+00:00,
2022-08-04,7:10 AM,"Tenleytown, DC",Julie,8,692,126,182.0,70.0,102.0,13,17,19,4,4,,,2019+,False,otf_only.mbox,2022-08-04T12:08:35+00:00,
2022-08-21,9:30 AM,"Tenleytown, DC",Ennis,15,727,134,178.0,73.0,97.0,12,9,19,13,2,,,2019+,False,otf_only.mbox,2022-08-21T14:28:41+00:00,
2022-08-23,7:10 AM,"Tenleytown, DC",Genna,19,752,134,180.0,73.0,98.0,14,10,14,14,5,,,2019+,False,otf_only.mbox,2022-08-23T12:08:11+00:00,
2022-08-25,7:10 AM,"Tenleytown, DC",Julie,21,848,143,180.0,78.0,98.0,3,9,24,14,7,,,2019+,False,otf_only.mbox,2022-08-25T12:08:11+00:00,
2022-08-27,9:30 AM,"Tenleytown, DC",Joanna,20,791,137,185.0,74.0,101.0,15,13,10,8,12,,,2019+,False,otf_only.mbox,2022-08-27T14:32:14+00:00,
2022-08-28,9:30 AM,"Tenleytown, DC",Jackie,14,773,134,179.0,73.0,97.0,12,14,19,8,6,,,2019+,False,otf_only.mbox,2022-08-28T14:30:16+00:00,
2022-08-30,4:15 PM,"Tenleytown, DC",Miles,13,782,139,180.0,76.0,98.0,4,15,24,9,4,,,2019+,False,otf_only.mbox,2022-08-30T21:12:51+00:00,
2022-09-03,8:15 AM,"Tenleytown, DC",Genna,13,816,135,177.0,73.0,96.0,7,21,20,12,1,,,2019+,False,otf_only.mbox,2022-09-03T13:16:37+00:00,
2022-09-04,8:15 AM,"Tenleytown, DC",Ennis,16,719,131,171.0,72.0,93.0,11,12,18,16,0,,,2019+,False,otf_only.mbox,2022-09-04T13:12:53+00:00,
2022-09-06,4:15 PM,"Tenleytown, DC",Miles,32,852,149,183.0,81.0,100.0,4,5,14,24,8,,,2019+,False,otf_only.mbox,2022-09-06T21:12:51+00:00,
2022-09-08,7:10 AM,"Tenleytown, DC",Julie,25,841,144,175.0,79.0,96.0,5,7,20,20,5,,,2019+,False,otf_only.mbox,2022-09-08T12:07:55+00:00,
2022-09-10,8:15 AM,"Tenleytown, DC",Joanna,14,710,127,174.0,69.0,95.0,18,14,13,13,1,,,2019+,False,otf_only.mbox,2022-09-10T13:15:07+00:00,
2022-09-11,8:15 AM,"Tenleytown, DC",Ennis,4,675,123,157.0,67.0,86.0,18,14,22,4,0,,,2019+,False,otf_only.mbox,2022-09-11T13:13:43+00:00,
2022-09-13,7:10 AM,"Tenleytown, DC",Genna,30,842,150,174.0,82.0,95.0,3,5,19,22,8,,,2019+,False,otf_only.mbox,2022-09-13T12:12:47+00:00,
2022-09-15,7:10 AM,"Tenleytown, DC",Julie,14,674,125,178.0,68.0,97.0,18,12,13,8,6,,,2019+,False,otf_only.mbox,2022-09-15T12:07:53+00:00,
2022-09-17,8:15 AM,"Tenleytown, DC",Joanna,16,796,139,175.0,76.0,96.0,4,17,21,15,1,,,2019+,False,otf_only.mbox,2022-09-17T13:14:57+00:00,
2022-09-18,8:15 AM,"Tenleytown, DC",Ennis,10,737,131,178.0,71.0,96.0,16,10,22,9,1,,,2019+,False,otf_only.mbox,2022-09-18T13:12:57+00:00,
2022-09-20,7:10 AM,"Tenleytown, DC",Genna,18,809,138,180.0,75.0,98.0,8,12,21,14,4,,,2019+,False,otf_only.mbox,2022-09-20T12:08:45+00:00,
2022-09-22,7:10 AM,"Tenleytown, DC",Julie,26,825,143,175.0,78.0,95.0,8,9,15,18,8,,,2019+,False,otf_only.mbox,2022-09-22T12:12:48+00:00,
2022-09-24,8:15 AM,"Tenleytown, DC",Joanna,18,755,134,176.0,73.0,96.0,14,6,20,11,7,,,2019+,False,otf_only.mbox,2022-09-24T13:13:41+00:00,
2022-09-25,8:15 AM,"Tenleytown, DC",Ennis,8,679,125,174.0,68.0,95.0,20,12,17,7,1,,,2019+,False,otf_only.mbox,2022-09-25T13:13:43+00:00,
2022-09-27,7:10 AM,"Tenleytown, DC",Genna,15,763,136,169.0,74.0,92.0,7,14,21,15,0,,,2019+,False,otf_only.mbox,2022-09-27T12:12:45+00:00,
2022-09-29,7:10 AM,"Tenleytown, DC",Travis,13,760,138,173.0,75.0,94.0,7,10,24,13,0,,,2019+,False,otf_only.mbox,2022-09-29T12:07:51+00:00,
2022-10-01,8:15 AM,"Tenleytown, DC",Ennis,16,774,136,178.0,74.0,97.0,9,17,17,10,6,,,2019+,False,otf_only.mbox,2022-10-01T13:15:01+00:00,
2022-10-06,7:10 AM,"Tenleytown, DC",Julie,8,680,126,171.0,68.0,93.0,15,19,16,7,1,,,2019+,False,otf_only.mbox,2022-10-06T12:07:55+00:00,
2022-10-08,8:15 AM,"Tenleytown, DC",Joanna,10,823,140,172.0,76.0,93.0,4,7,38,10,0,,,2019+,False,otf_only.mbox,2022-10-08T13:14:02+00:00,
2022-10-09,8:15 AM,"Tenleytown, DC",Joanna,13,688,126,182.0,68.0,98.0,20,15,9,9,4,,,2019+,False,otf_only.mbox,2022-10-09T13:12:58+00:00,
2022-10-11,7:10 AM,"Tenleytown, DC",Genna,14,756,137,177.0,74.0,96.0,7,11,22,13,1,,,2019+,False,otf_only.mbox,2022-10-11T12:07:55+00:00,
2022-10-13,7:10 AM,"Tenleytown, DC",Julie,22,858,146,180.0,79.0,98.0,3,6,26,14,8,,,2019+,False,otf_only.mbox,2022-10-13T12:12:49+00:00,
2022-10-15,8:15 AM,"Tenleytown, DC",Nick,24,879,147,180.0,79.0,97.0,1,8,25,19,5,,,2019+,False,otf_only.mbox,2022-10-15T13:14:02+00:00,
2022-10-16,8:15 AM,"Tenleytown, DC",Travis,10,758,137,166.0,74.0,90.0,5,11,29,10,0,,,2019+,False,otf_only.mbox,2022-10-16T13:12:55+00:00,
2022-10-18,8:25 AM,"Tenleytown, DC",Julie,21,833,145,173.0,78.0,94.0,2,10,22,19,2,,,2019+,False,otf_only.mbox,2022-10-18T13:22:46+00:00,
2022-10-20,7:10 AM,"Tenleytown, DC",Julie,13,662,128,176.0,69.0,95.0,21,10,11,10,3,,,2019+,False,otf_only.mbox,2022-10-20T12:07:53+00:00,
2022-10-22,8:15 AM,"Tenleytown, DC",Joanna,23,848,143,183.0,78.0,99.0,8,8,21,15,8,,,2019+,False,otf_only.mbox,2022-10-22T13:14:34+00:00,
2022-10-23,8:15 AM,"Tenleytown, DC",Travis,17,690,128,177.0,,,22,8,9,12,5,3162.0,,2019+,False,otf_only.mbox,2022-10-23T13:13:00+00:00,
2022-10-25,4:15 PM,"Tenleytown, DC",Joanna,23,905,142,182.0,77.0,99.0,5,10,24,14,9,,,2019+,False,otf_only.mbox,2022-10-26T09:12:50+00:00,
2022-10-27,4:15 PM,"Tenleytown, DC",Genna,12,726,126,178.0,68.0,97.0,15,22,12,9,3,,,2019+,False,otf_only.mbox,2022-10-27T21:16:31+00:00,
2022-10-29,8:15 AM,"Tenleytown, DC",Joanna,21,902,140,178.0,76.0,97.0,4,16,22,18,3,,,2019+,False,otf_only.mbox,2022-10-29T13:22:50+00:00,
2022-10-30,8:15 AM,"Tenleytown, DC",Travis,9,718,128,173.0,69.0,94.0,16,10,22,8,1,,,2019+,False,otf_only.mbox,2022-10-30T13:13:19+00:00,
2022-11-02,7:10 AM,"Tenleytown, DC",Travis,19,783,144,175.0,78.0,95.0,4,9,22,16,3,,,2019+,False,otf_only.mbox,2022-11-02T12:07:56+00:00,
2022-11-03,4:15 PM,"Tenleytown, DC",Genna,17,845,138,179.0,75.0,97.0,6,9,28,14,3,,,2019+,False,otf_only.mbox,2022-11-03T21:17:02+00:00,
2022-11-06,8:15 AM,"Tenleytown, DC",Nick,12,711,136,170.0,74.0,92.0,7,15,19,12,0,,,2019+,False,otf_only.mbox,2022-11-06T14:12:51+00:00,
2022-11-08,5:30 PM,"Tenleytown, DC",Joanna,28,856,152,184.0,83.0,100.0,3,2,21,16,12,,,2019+,False,otf_only.mbox,2022-11-08T23:27:52+00:00,
2022-11-10,7:10 AM,"Tenleytown, DC",Julie,8,706,132,173.0,71.0,94.0,10,12,25,8,0,,,2019+,False,otf_only.mbox,2022-11-10T13:07:50+00:00,
2022-11-12,8:15 AM,"Tenleytown, DC",Joanna,16,686,131,174.0,71.0,94.0,19,10,9,10,6,,,2019+,False,otf_only.mbox,2022-11-12T14:13:09+00:00,
2022-11-13,8:15 AM,"Tenleytown, DC",Travis,21,812,144,180.0,78.0,98.0,3,10,21,16,5,,,2019+,False,otf_only.mbox,2022-11-13T14:12:58+00:00,
2022-11-15,5:30 PM,"Tenleytown, DC",Joanna,21,778,142,183.0,77.0,99.0,6,7,20,16,5,,,2019+,False,otf_only.mbox,2022-11-15T23:23:52+00:00,
2022-11-17,7:10 AM,"Tenleytown, DC",Julie,15,802,137,181.0,74.0,98.0,8,16,19,11,4,,,2019+,False,otf_only.mbox,2022-11-17T13:12:52+00:00,
2022-11-19,7:00 AM,"Tenleytown, DC",Julie,6,643,123,169.0,66.0,91.0,22,15,13,6,0,,,2019+,False,otf_only.mbox,2022-11-19T12:59:24+00:00,
2022-11-22,7:10 AM,"Tenleytown, DC",Genna,12,724,134,179.0,72.0,97.0,12,12,21,9,3,,,2019+,False,otf_only.mbox,2022-11-22T13:07:52+00:00,
2022-11-24,7:00 AM,"Tenleytown, DC",Julie,13,776,136,180.0,74.0,97.0,10,12,22,10,3,,,2019+,False,otf_only.mbox,2022-11-24T13:01:04+00:00,
2022-11-26,8:15 AM,"Tenleytown, DC",Joanna,11,680,124,171.0,67.0,92.0,16,14,18,10,1,,,2019+,False,otf_only.mbox,2022-11-26T14:14:09+00:00,
